CustomerID,Age,Income,Account_Tenure,Transactions_Per_Month,Digital_Usage,Avg_Balance,Credit_Score,Branch_Visits,Complaints_Filed,Products_Held,Churn_Type,Recommended_Action,Action_Success
CUST02029,27,100000,3,35,2,50000,732,3,1,3,Competitor-Driven,Provide loyalty rewards,0
CUST02030,41,100000,4,25,3,100000,842,2,1,4,Competitor-Driven,Provide loyalty rewards,1
CUST02031,58,40000,14,14,7,50000,834,4,0,3,Competitor-Driven,Provide loyalty rewards,0
CUST02032,28,100000,10,32,4,10000,833,2,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST02033,49,25000,10,14,7,50000,829,3,0,1,Competitor-Driven,Provide loyalty rewards,0
CUST02034,45,40000,14,33,9,50000,719,3,0,3,Competitor-Driven,Offer better interest rates,1
CUST02035,35,150000,15,19,5,300000,816,3,0,1,Competitor-Driven,Provide loyalty rewards,0
CUST02036,50,40000,8,7,2,50000,803,4,0,2,Competitor-Driven,Offer better interest rates,1
CUST02037,44,100000,10,11,3,50000,794,2,1,3,Competitor-Driven,Provide loyalty rewards,1
CUST02038,52,100000,6,6,7,25000,678,4,0,4,Competitor-Driven,Offer better interest rates,1
CUST02039,44,60000,9,38,2,300000,781,1,1,3,Competitor-Driven,Provide loyalty rewards,1
CUST02040,30,150000,14,7,3,10000,680,5,0,4,Competitor-Driven,Offer better interest rates,1
CUST02041,25,40000,1,17,6,50000,657,5,2,1,Competitor-Driven,Offer better interest rates,0
CUST02042,48,60000,11,7,3,300000,716,4,0,1,Competitor-Driven,Offer better interest rates,1
CUST02043,51,60000,10,23,7,50000,697,1,1,1,Competitor-Driven,Provide loyalty rewards,1
CUST02044,34,100000,1,28,6,10000,767,1,0,2,Competitor-Driven,Offer better interest rates,1
CUST02045,27,100000,11,27,5,10000,825,1,0,1,Competitor-Driven,Offer better interest rates,0
CUST02046,29,25000,11,33,9,100000,822,4,0,3,Competitor-Driven,Offer better interest rates,1
CUST02047,37,40000,6,13,2,100000,759,3,0,2,Competitor-Driven,Offer better interest rates,1
CUST02048,43,60000,6,7,4,50000,720,1,1,2,Competitor-Driven,Offer better interest rates,1
CUST02049,25,60000,3,7,9,25000,695,5,0,2,Competitor-Driven,Provide loyalty rewards,0
CUST02050,54,40000,12,5,5,10000,716,5,1,4,Competitor-Driven,Offer better interest rates,1
CUST02051,22,25000,6,9,4,50000,655,4,0,4,Competitor-Driven,Offer better interest rates,1
CUST02052,35,40000,5,28,7,700000,654,2,0,4,Competitor-Driven,Offer better interest rates,1
CUST02053,40,40000,13,30,2,25000,652,2,0,1,Competitor-Driven,Offer better interest rates,1
CUST02054,42,40000,13,34,2,50000,669,2,2,1,Competitor-Driven,Provide loyalty rewards,1
CUST02055,34,40000,5,24,9,25000,755,4,1,1,Competitor-Driven,Offer better interest rates,1
CUST02056,58,60000,15,16,5,10000,690,3,0,3,Competitor-Driven,Offer better interest rates,1
CUST02057,43,40000,6,26,6,25000,679,2,2,3,Competitor-Driven,Provide loyalty rewards,1
CUST02058,22,60000,11,21,2,25000,780,5,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02059,45,100000,7,15,2,25000,774,4,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST02060,47,60000,14,20,8,50000,714,2,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST02061,40,40000,9,10,6,300000,720,5,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST02062,49,40000,14,19,2,25000,709,2,0,1,Competitor-Driven,Offer better interest rates,0
CUST02063,50,150000,15,18,8,10000,836,4,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST02064,36,150000,14,20,8,25000,693,5,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST02065,35,40000,4,5,9,10000,734,1,0,1,Competitor-Driven,Offer better interest rates,1
CUST02066,54,40000,9,19,7,25000,795,4,1,4,Competitor-Driven,Provide loyalty rewards,0
CUST02067,57,40000,7,17,9,25000,690,5,2,3,Competitor-Driven,Offer better interest rates,0
CUST02068,30,150000,15,11,4,700000,707,5,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02069,47,40000,10,34,6,25000,793,4,0,3,Competitor-Driven,Offer better interest rates,0
CUST02070,32,150000,4,36,8,300000,794,2,0,3,Competitor-Driven,Offer better interest rates,1
CUST02071,54,100000,9,35,5,25000,849,4,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST02072,50,100000,13,33,6,50000,713,1,0,3,Competitor-Driven,Offer better interest rates,0
CUST02073,36,25000,8,21,9,700000,665,3,2,2,Competitor-Driven,Offer better interest rates,1
CUST02074,38,40000,14,35,6,700000,820,4,0,1,Competitor-Driven,Provide loyalty rewards,0
CUST02075,44,100000,10,23,2,100000,729,2,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST02076,35,100000,6,9,3,10000,755,1,0,3,Competitor-Driven,Offer better interest rates,0
CUST02077,37,40000,6,22,5,25000,830,2,2,4,Competitor-Driven,Offer better interest rates,1
CUST02078,21,40000,9,28,4,100000,681,3,0,1,Competitor-Driven,Offer better interest rates,1
CUST02079,57,25000,13,12,6,25000,727,2,2,3,Competitor-Driven,Offer better interest rates,0
CUST02080,36,60000,12,36,4,50000,706,3,2,4,Competitor-Driven,Provide loyalty rewards,1
CUST02081,58,100000,3,11,3,50000,666,4,0,4,Competitor-Driven,Provide loyalty rewards,0
CUST02082,57,60000,9,32,4,25000,752,5,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST02083,50,150000,1,29,9,50000,703,3,0,2,Competitor-Driven,Provide loyalty rewards,0
CUST02084,21,40000,7,15,4,10000,705,2,2,2,Competitor-Driven,Offer better interest rates,1
CUST02085,55,100000,5,28,6,100000,750,2,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST02086,21,25000,12,13,9,25000,718,2,0,3,Competitor-Driven,Offer better interest rates,1
CUST02087,36,100000,15,13,7,50000,772,3,0,1,Competitor-Driven,Offer better interest rates,1
CUST02088,29,40000,15,38,9,25000,777,2,0,4,Competitor-Driven,Offer better interest rates,1
CUST02089,48,25000,14,21,3,25000,727,4,2,3,Competitor-Driven,Provide loyalty rewards,1
CUST02090,57,40000,10,11,9,100000,689,5,0,1,Competitor-Driven,Offer better interest rates,0
CUST02091,51,150000,12,29,4,25000,686,4,0,2,Competitor-Driven,Offer better interest rates,1
CUST02092,21,150000,15,30,4,25000,793,3,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02093,29,150000,11,34,4,25000,838,1,0,2,Competitor-Driven,Provide loyalty rewards,0
CUST02094,35,40000,2,37,5,25000,781,2,0,2,Competitor-Driven,Provide loyalty rewards,0
CUST02095,39,100000,7,37,5,10000,816,2,0,1,Competitor-Driven,Provide loyalty rewards,0
CUST02096,29,25000,11,32,9,25000,796,2,0,1,Competitor-Driven,Offer better interest rates,1
CUST02097,21,60000,1,38,2,10000,665,2,0,4,Competitor-Driven,Provide loyalty rewards,0
CUST02098,56,25000,15,13,9,50000,840,5,1,1,Competitor-Driven,Provide loyalty rewards,0
CUST02099,57,40000,4,38,9,300000,739,1,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02100,31,150000,10,19,8,700000,772,3,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST02101,28,40000,14,6,3,25000,847,5,0,1,Competitor-Driven,Offer better interest rates,1
CUST02102,21,60000,8,31,3,10000,807,3,0,4,Competitor-Driven,Offer better interest rates,1
CUST02103,34,250000,9,39,7,700000,665,5,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST02104,23,40000,12,6,7,25000,701,2,2,4,Competitor-Driven,Provide loyalty rewards,0
CUST02105,56,60000,11,5,4,25000,770,4,0,2,Competitor-Driven,Offer better interest rates,1
CUST02106,24,25000,13,26,6,25000,776,5,0,4,Competitor-Driven,Offer better interest rates,1
CUST02107,57,100000,13,16,3,300000,777,3,1,3,Competitor-Driven,Provide loyalty rewards,0
CUST02108,58,60000,13,8,2,300000,667,1,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02109,46,40000,1,21,4,300000,821,5,0,1,Competitor-Driven,Offer better interest rates,0
CUST02110,34,40000,8,18,7,100000,765,3,1,2,Competitor-Driven,Offer better interest rates,1
CUST02111,42,100000,4,6,5,50000,804,3,1,1,Competitor-Driven,Offer better interest rates,0
CUST02112,49,150000,12,9,3,25000,725,2,1,3,Competitor-Driven,Provide loyalty rewards,1
CUST02113,26,40000,7,27,3,25000,774,3,1,2,Competitor-Driven,Provide loyalty rewards,1
CUST02114,53,100000,9,32,5,300000,718,5,2,2,Competitor-Driven,Provide loyalty rewards,1
CUST02115,51,40000,2,36,3,25000,719,1,1,2,Competitor-Driven,Provide loyalty rewards,1
CUST02116,25,25000,5,15,6,100000,821,1,0,2,Competitor-Driven,Offer better interest rates,0
CUST02117,45,60000,6,23,7,25000,720,3,2,1,Competitor-Driven,Provide loyalty rewards,0
CUST02118,54,60000,14,35,8,25000,792,4,2,4,Competitor-Driven,Provide loyalty rewards,0
CUST02119,56,250000,1,8,7,700000,681,3,0,1,Competitor-Driven,Offer better interest rates,1
CUST02120,58,60000,10,10,5,100000,663,4,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST02121,29,60000,1,7,9,100000,719,4,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02122,48,100000,2,7,3,50000,697,2,0,1,Competitor-Driven,Offer better interest rates,0
CUST02123,33,25000,11,13,3,300000,700,2,1,3,Competitor-Driven,Provide loyalty rewards,1
CUST02124,21,25000,13,33,4,50000,839,3,0,2,Competitor-Driven,Offer better interest rates,0
CUST02125,45,100000,13,27,6,50000,669,3,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST02126,44,40000,5,21,8,25000,785,1,0,3,Competitor-Driven,Offer better interest rates,1
CUST02127,25,25000,15,34,7,50000,807,5,0,3,Competitor-Driven,Offer better interest rates,1
CUST02128,59,250000,14,25,7,25000,816,5,0,4,Competitor-Driven,Offer better interest rates,1
CUST02129,57,60000,7,25,6,700000,776,5,1,2,Competitor-Driven,Offer better interest rates,1
CUST02130,25,40000,6,18,6,25000,732,3,0,1,Competitor-Driven,Offer better interest rates,1
CUST02131,56,100000,10,7,9,300000,744,4,0,3,Competitor-Driven,Offer better interest rates,1
CUST02132,23,25000,15,39,3,50000,675,2,1,1,Competitor-Driven,Offer better interest rates,0
CUST02133,27,60000,7,26,9,25000,682,5,2,3,Competitor-Driven,Offer better interest rates,0
CUST02134,24,250000,14,14,3,10000,709,1,0,4,Competitor-Driven,Provide loyalty rewards,0
CUST02135,51,60000,2,34,2,50000,698,2,2,4,Competitor-Driven,Provide loyalty rewards,1
CUST02136,34,40000,15,36,8,25000,761,1,1,2,Competitor-Driven,Provide loyalty rewards,0
CUST02137,48,40000,13,8,5,10000,708,4,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST02138,41,100000,15,29,6,25000,676,3,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST02139,31,40000,8,11,6,25000,796,1,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST02140,24,60000,15,21,9,300000,677,5,0,3,Competitor-Driven,Offer better interest rates,1
CUST02141,33,25000,6,12,6,25000,784,1,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST02142,44,60000,13,22,2,25000,674,5,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST02143,28,40000,11,16,3,100000,656,2,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST02144,46,60000,8,16,7,25000,757,1,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02145,37,25000,10,25,8,100000,849,3,0,1,Competitor-Driven,Offer better interest rates,1
CUST02146,45,100000,3,12,2,700000,664,5,1,3,Competitor-Driven,Offer better interest rates,0
CUST02147,50,25000,7,8,2,50000,717,1,0,4,Competitor-Driven,Offer better interest rates,0
CUST02148,40,25000,7,39,9,25000,804,4,0,2,Competitor-Driven,Offer better interest rates,1
CUST02149,35,60000,11,28,4,10000,654,3,1,1,Competitor-Driven,Offer better interest rates,1
CUST02150,36,100000,2,33,3,10000,819,1,0,3,Competitor-Driven,Offer better interest rates,0
CUST02151,23,60000,3,36,5,100000,671,3,0,2,Competitor-Driven,Offer better interest rates,1
CUST02152,39,40000,10,39,2,10000,787,1,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST02153,57,100000,13,39,4,25000,786,5,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02154,35,250000,12,29,9,25000,790,1,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST02155,42,100000,5,24,9,10000,827,4,1,3,Competitor-Driven,Offer better interest rates,0
CUST02156,21,40000,3,22,9,10000,779,1,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02157,34,100000,6,34,9,100000,699,2,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST02158,52,100000,12,24,6,25000,789,3,0,1,Competitor-Driven,Offer better interest rates,0
CUST02159,29,60000,2,33,4,300000,760,1,2,1,Competitor-Driven,Provide loyalty rewards,1
CUST02160,53,100000,3,7,2,10000,706,4,1,3,Competitor-Driven,Offer better interest rates,0
CUST02161,41,100000,3,22,3,25000,823,3,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST02162,48,100000,2,19,7,50000,837,2,0,2,Competitor-Driven,Offer better interest rates,0
CUST02163,30,60000,8,21,3,25000,786,1,2,1,Competitor-Driven,Provide loyalty rewards,0
CUST02164,45,100000,4,12,3,10000,756,5,0,4,Competitor-Driven,Offer better interest rates,0
CUST02165,35,25000,5,15,8,25000,715,4,0,2,Competitor-Driven,Offer better interest rates,1
CUST02166,44,40000,2,30,4,100000,677,1,1,1,Competitor-Driven,Offer better interest rates,1
CUST02167,24,40000,11,20,9,10000,782,3,1,4,Competitor-Driven,Offer better interest rates,1
CUST02168,45,100000,10,39,9,50000,812,1,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST02169,31,40000,11,12,6,10000,780,5,2,2,Competitor-Driven,Offer better interest rates,1
CUST02170,43,60000,3,35,6,700000,761,1,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST02171,50,40000,15,26,9,700000,819,2,1,2,Competitor-Driven,Provide loyalty rewards,0
CUST02172,56,150000,5,9,3,300000,763,4,0,4,Competitor-Driven,Offer better interest rates,1
CUST02173,48,40000,7,18,8,25000,756,5,0,2,Competitor-Driven,Offer better interest rates,1
CUST02174,44,60000,14,14,2,25000,780,1,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST02175,46,60000,12,12,2,100000,795,2,0,2,Competitor-Driven,Offer better interest rates,1
CUST02176,30,40000,9,6,9,100000,743,1,1,3,Competitor-Driven,Provide loyalty rewards,1
CUST02177,22,100000,15,35,5,50000,771,5,1,2,Competitor-Driven,Offer better interest rates,1
CUST02178,53,60000,13,33,5,100000,836,3,2,3,Competitor-Driven,Provide loyalty rewards,1
CUST02179,52,250000,12,16,5,10000,820,4,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST02180,53,250000,7,6,9,100000,762,4,0,4,Competitor-Driven,Offer better interest rates,0
CUST02181,53,60000,1,9,4,25000,729,2,0,1,Competitor-Driven,Offer better interest rates,1
CUST02182,23,150000,1,10,5,25000,751,1,0,3,Competitor-Driven,Offer better interest rates,1
CUST02183,33,100000,11,30,8,10000,696,3,2,2,Competitor-Driven,Provide loyalty rewards,1
CUST02184,49,250000,13,26,2,300000,742,2,1,4,Competitor-Driven,Offer better interest rates,1
CUST02185,42,40000,9,33,4,50000,785,3,1,1,Competitor-Driven,Provide loyalty rewards,1
CUST02186,31,60000,5,39,9,25000,794,2,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST02187,27,40000,2,38,4,300000,805,4,0,2,Competitor-Driven,Offer better interest rates,0
CUST02188,30,100000,10,34,5,25000,680,2,0,3,Competitor-Driven,Provide loyalty rewards,0
CUST02189,45,100000,2,9,4,25000,839,5,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST02190,53,40000,7,26,9,25000,719,3,0,3,Competitor-Driven,Provide loyalty rewards,0
CUST02191,21,150000,7,12,2,25000,844,1,2,3,Competitor-Driven,Offer better interest rates,0
CUST02192,59,250000,3,32,5,10000,655,2,2,3,Competitor-Driven,Offer better interest rates,1
CUST02193,30,60000,6,33,7,300000,674,1,1,2,Competitor-Driven,Provide loyalty rewards,1
CUST02194,32,250000,15,26,5,100000,707,5,0,3,Competitor-Driven,Offer better interest rates,0
CUST02195,58,25000,3,27,6,25000,791,5,0,3,Competitor-Driven,Offer better interest rates,1
CUST02196,29,60000,5,8,8,10000,743,4,0,4,Competitor-Driven,Offer better interest rates,0
CUST02197,21,100000,11,17,9,50000,801,4,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST02198,41,100000,13,15,2,10000,753,2,0,2,Competitor-Driven,Offer better interest rates,1
CUST02199,59,100000,15,37,3,25000,707,4,0,1,Competitor-Driven,Offer better interest rates,1
CUST02200,56,60000,4,9,4,25000,749,5,1,1,Competitor-Driven,Offer better interest rates,1
CUST02201,33,40000,4,38,9,10000,690,4,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST02202,39,40000,8,38,9,25000,678,3,1,1,Competitor-Driven,Provide loyalty rewards,0
CUST02203,41,25000,15,32,6,300000,723,1,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST02204,26,25000,7,14,3,25000,718,3,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST02205,41,40000,4,29,6,300000,650,1,0,2,Competitor-Driven,Offer better interest rates,1
CUST02206,48,60000,10,18,3,25000,703,1,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02207,40,100000,15,30,3,25000,794,3,1,4,Competitor-Driven,Offer better interest rates,1
CUST02208,40,60000,11,35,8,25000,803,1,1,2,Competitor-Driven,Provide loyalty rewards,1
CUST02209,53,60000,14,16,5,100000,764,1,0,2,Competitor-Driven,Offer better interest rates,1
CUST02210,43,150000,9,8,4,700000,776,4,0,2,Competitor-Driven,Offer better interest rates,1
CUST02211,46,60000,4,15,3,300000,794,2,0,4,Competitor-Driven,Offer better interest rates,1
CUST02212,53,60000,2,6,8,10000,661,2,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST02213,31,40000,15,7,2,300000,707,2,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02214,58,40000,14,16,2,100000,792,3,0,2,Competitor-Driven,Provide loyalty rewards,0
CUST02215,40,40000,8,24,3,10000,796,5,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02216,29,150000,8,31,4,25000,678,3,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02217,23,100000,13,14,2,700000,784,4,0,1,Competitor-Driven,Provide loyalty rewards,0
CUST02218,41,150000,5,27,4,25000,759,5,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST02219,27,40000,11,13,3,700000,843,5,2,4,Competitor-Driven,Provide loyalty rewards,1
CUST02220,30,60000,1,27,7,50000,736,2,0,3,Competitor-Driven,Offer better interest rates,0
CUST02221,48,100000,15,32,2,50000,731,3,0,1,Competitor-Driven,Offer better interest rates,1
CUST02222,28,100000,14,32,8,50000,783,4,1,3,Competitor-Driven,Offer better interest rates,1
CUST02223,57,150000,6,25,3,50000,748,4,0,1,Competitor-Driven,Provide loyalty rewards,0
CUST02224,26,60000,14,16,9,50000,745,2,2,4,Competitor-Driven,Provide loyalty rewards,1
CUST02225,23,40000,11,36,2,50000,776,3,1,2,Competitor-Driven,Provide loyalty rewards,1
CUST02226,55,100000,2,19,7,10000,841,2,0,1,Competitor-Driven,Offer better interest rates,1
CUST02227,50,25000,11,21,8,50000,811,1,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST02228,26,100000,1,21,7,25000,836,4,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST02229,41,40000,13,17,6,100000,823,2,1,1,Competitor-Driven,Offer better interest rates,1
CUST02230,35,100000,5,9,9,10000,727,3,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST02231,30,100000,9,21,2,100000,810,3,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST02232,41,25000,13,10,3,10000,705,5,0,2,Competitor-Driven,Provide loyalty rewards,0
CUST02233,50,100000,6,19,8,100000,757,3,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02234,22,150000,8,32,8,50000,714,3,0,1,Competitor-Driven,Provide loyalty rewards,0
CUST02235,26,100000,4,15,6,10000,717,3,1,2,Competitor-Driven,Provide loyalty rewards,1
CUST02236,33,40000,6,8,3,300000,802,5,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST02237,48,25000,2,17,5,50000,660,3,1,1,Competitor-Driven,Offer better interest rates,0
CUST02238,25,40000,12,6,9,100000,801,4,0,4,Competitor-Driven,Offer better interest rates,1
CUST02239,40,100000,15,36,3,50000,832,4,0,4,Competitor-Driven,Offer better interest rates,0
CUST02240,59,150000,2,16,2,100000,783,5,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02241,29,40000,7,12,2,25000,688,1,2,4,Competitor-Driven,Offer better interest rates,0
CUST02242,51,40000,13,17,5,10000,761,4,2,2,Competitor-Driven,Provide loyalty rewards,1
CUST02243,36,40000,3,24,8,10000,818,5,0,4,Competitor-Driven,Provide loyalty rewards,0
CUST02244,51,60000,11,7,8,10000,724,5,0,3,Competitor-Driven,Offer better interest rates,1
CUST02245,25,60000,4,5,5,10000,744,1,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST02246,33,60000,14,12,5,700000,758,2,1,1,Competitor-Driven,Provide loyalty rewards,1
CUST02247,31,25000,1,37,4,10000,813,4,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST02248,55,100000,13,22,2,25000,740,3,0,4,Competitor-Driven,Offer better interest rates,1
CUST02249,38,25000,15,32,3,10000,723,3,0,4,Competitor-Driven,Offer better interest rates,1
CUST02250,43,60000,4,27,9,25000,676,3,0,1,Competitor-Driven,Offer better interest rates,0
CUST02251,37,60000,3,34,5,10000,780,3,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST02252,43,60000,4,26,7,50000,748,3,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST02253,47,100000,4,27,9,10000,754,3,0,1,Competitor-Driven,Offer better interest rates,1
CUST02254,39,60000,6,12,8,10000,704,4,0,2,Competitor-Driven,Offer better interest rates,1
CUST02255,54,150000,12,21,6,50000,668,5,1,4,Competitor-Driven,Offer better interest rates,1
CUST02256,32,150000,12,25,3,25000,771,5,0,1,Competitor-Driven,Provide loyalty rewards,0
CUST02257,39,25000,15,26,8,50000,819,3,2,2,Competitor-Driven,Offer better interest rates,1
CUST02258,39,60000,9,35,3,700000,741,5,0,1,Competitor-Driven,Offer better interest rates,1
CUST02259,50,25000,4,19,4,50000,671,1,0,2,Competitor-Driven,Offer better interest rates,0
CUST02260,22,150000,3,36,4,50000,778,1,0,3,Competitor-Driven,Offer better interest rates,0
CUST02261,45,60000,5,31,2,50000,742,3,0,4,Competitor-Driven,Offer better interest rates,1
CUST02262,52,60000,12,24,8,100000,820,3,0,1,Competitor-Driven,Offer better interest rates,0
CUST02263,44,60000,11,29,9,25000,691,3,0,4,Competitor-Driven,Offer better interest rates,1
CUST02264,28,150000,12,13,3,25000,800,1,0,4,Competitor-Driven,Offer better interest rates,1
CUST02265,41,60000,1,10,6,100000,703,4,0,2,Competitor-Driven,Offer better interest rates,1
CUST02266,22,100000,14,35,4,300000,732,3,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02267,29,100000,7,27,7,25000,651,3,0,4,Competitor-Driven,Offer better interest rates,0
CUST02268,32,150000,8,38,4,300000,661,1,0,3,Competitor-Driven,Provide loyalty rewards,0
CUST02269,22,40000,12,5,3,10000,737,4,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST02270,57,25000,12,17,3,100000,656,3,1,2,Competitor-Driven,Offer better interest rates,0
CUST02271,28,60000,10,12,3,25000,817,5,0,3,Competitor-Driven,Offer better interest rates,0
CUST02272,47,100000,14,36,7,25000,825,1,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST02273,48,150000,3,22,7,10000,801,2,0,3,Competitor-Driven,Offer better interest rates,1
CUST02274,57,60000,2,27,7,50000,681,3,0,3,Competitor-Driven,Provide loyalty rewards,0
CUST02275,55,150000,15,31,6,25000,792,5,0,4,Competitor-Driven,Offer better interest rates,1
CUST02276,30,150000,6,14,3,100000,803,4,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST02277,35,60000,9,28,4,50000,673,4,2,4,Competitor-Driven,Provide loyalty rewards,0
CUST02278,39,40000,14,21,5,300000,826,4,0,1,Competitor-Driven,Offer better interest rates,0
CUST02279,39,40000,4,39,9,25000,753,4,0,2,Competitor-Driven,Provide loyalty rewards,0
CUST02280,56,60000,13,6,4,25000,662,1,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02281,45,40000,1,11,8,25000,794,3,0,4,Competitor-Driven,Provide loyalty rewards,0
CUST02282,32,40000,1,9,2,25000,760,2,2,3,Competitor-Driven,Offer better interest rates,1
CUST02283,21,60000,12,15,4,10000,819,2,1,2,Competitor-Driven,Offer better interest rates,1
CUST02284,30,40000,14,32,2,25000,731,2,1,4,Competitor-Driven,Offer better interest rates,1
CUST02285,50,25000,15,24,5,25000,792,4,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST02286,35,25000,13,6,5,10000,767,1,2,3,Competitor-Driven,Offer better interest rates,1
CUST02287,31,60000,4,22,4,10000,663,2,1,2,Competitor-Driven,Offer better interest rates,0
CUST02288,23,100000,8,27,4,100000,650,2,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02289,50,25000,10,39,6,10000,694,3,1,3,Competitor-Driven,Provide loyalty rewards,1
CUST02290,26,250000,5,28,8,25000,778,3,2,3,Competitor-Driven,Provide loyalty rewards,0
CUST02291,42,40000,10,32,8,50000,716,1,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST02292,34,25000,11,20,3,300000,674,4,1,2,Competitor-Driven,Offer better interest rates,1
CUST02293,57,250000,12,26,2,10000,730,3,1,4,Competitor-Driven,Provide loyalty rewards,1
CUST02294,35,60000,4,29,3,25000,731,4,2,4,Competitor-Driven,Provide loyalty rewards,0
CUST02295,44,25000,7,30,8,25000,744,3,0,4,Competitor-Driven,Offer better interest rates,1
CUST02296,29,100000,11,39,3,25000,654,4,0,4,Competitor-Driven,Offer better interest rates,1
CUST02297,33,25000,13,9,8,25000,807,2,0,3,Competitor-Driven,Offer better interest rates,0
CUST02298,32,100000,12,19,4,100000,841,5,0,3,Competitor-Driven,Provide loyalty rewards,0
CUST02299,42,60000,1,9,3,50000,824,3,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02300,35,25000,8,14,2,100000,663,2,0,3,Competitor-Driven,Offer better interest rates,1
CUST02301,50,100000,1,33,6,10000,797,1,0,3,Competitor-Driven,Offer better interest rates,1
CUST02302,57,40000,12,29,9,100000,794,5,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST02303,48,40000,7,25,5,100000,660,1,0,2,Competitor-Driven,Offer better interest rates,0
CUST02304,24,150000,12,38,4,100000,700,1,0,3,Competitor-Driven,Provide loyalty rewards,0
CUST02305,49,100000,4,19,3,50000,668,4,0,1,Competitor-Driven,Offer better interest rates,1
CUST02306,44,60000,15,28,6,10000,700,3,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST02307,28,25000,5,9,4,25000,656,3,2,4,Competitor-Driven,Provide loyalty rewards,1
CUST02308,58,100000,2,36,7,10000,833,2,2,3,Competitor-Driven,Provide loyalty rewards,1
CUST02309,30,40000,3,30,5,700000,839,1,0,1,Competitor-Driven,Offer better interest rates,1
CUST02310,21,40000,14,36,6,50000,757,2,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST02311,59,100000,5,18,7,300000,650,1,0,2,Competitor-Driven,Offer better interest rates,0
